Timestamp,Status,Tag ID,Duty Cycle
2024-07-14 15:57:40,STAND BY,RFID IS READING,1
2024-07-14 15:57:40,Tag 4,E2 00 20 23 12 05 EE AA 00 01 00 84,0.2
2024-07-14 15:57:40,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:40,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:40,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:41,Tag 4,E2 00 20 23 12 05 EE AA 00 01 00 84,0.2
2024-07-14 15:57:41,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:41,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:41,Tag 4,E2 00 20 23 12 05 EE AA 00 01 00 84,0.2
2024-07-14 15:57:41,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:41,Tag 4,E2 00 20 23 12 05 EE AA 00 01 00 84,0.2
2024-07-14 15:57:41,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:41,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:41,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:41,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:42,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:42,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:42,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:42,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:42,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:42,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:42,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:42,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:42,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:42,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:43,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:43,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:43,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:43,Tag 4,E2 00 20 23 12 05 EE AA 00 01 00 84,0.2
2024-07-14 15:57:43,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:43,Tag 4,E2 00 20 23 12 05 EE AA 00 01 00 84,0.2
2024-07-14 15:57:43,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:43,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:43,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:43,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:44,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:44,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:44,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:44,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:44,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:44,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:44,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:44,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:44,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:44,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:45,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:45,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:45,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:45,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:45,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:45,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:45,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:45,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:45,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:45,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:46,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:46,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:46,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:46,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:46,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:46,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:46,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:46,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:46,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:46,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:47,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:47,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:47,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:47,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:47,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:47,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:47,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:47,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:47,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:47,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:48,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:48,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:48,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:48,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:48,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:48,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:48,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:48,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:48,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:48,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:49,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:49,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:49,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:49,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:49,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:49,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:49,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:49,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:49,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:49,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:50,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:50,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:50,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:50,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:50,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:50,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:50,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:50,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:50,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:50,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:51,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:51,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:51,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:51,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:51,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:51,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:51,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:51,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:51,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:52,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:52,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:52,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:52,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:52,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:52,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:52,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:52,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:52,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:52,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:53,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:53,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:53,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:53,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:53,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:53,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:53,STAND BY,RFID IS READING,0.2
2024-07-14 15:57:53,STAND BY,RFID IS READING,0.2
